Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Bwd Packets/s,SYN Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Active Std,Inbound,Label
6,7242540,2,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7187736.0,1026819.4285714286,1.0,0,64,256,1.1045848555893374,0,0,4.0,8192,29200,32,0.0,0.0,0,BENIGN
6,7206732,2,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7151833.0,1021690.4285714286,1.0,0,64,256,1.110073192675959,0,0,4.0,8192,29200,32,0.0,0.0,0,BENIGN
6,7204860,2,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7150005.0,1021429.2857142856,1.0,0,64,256,1.1103616170196229,0,0,4.0,8192,29200,32,0.0,0.0,0,BENIGN
6,7204140,2,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7149301.0,1021328.7142857144,1.0,0,64,256,1.110472589372222,0,0,4.0,8192,29200,32,0.0,0.0,0,BENIGN
6,15141286,10,9,608.0,303.0,127.65126103742357,0.0,45.55555555555557,67.23339087578162,1.0,15086479.0,1885809.875,1.0,0,224,228,0.5944012945796018,0,0,0.0,8192,1892,20,161076.0,0.0,0,BENIGN
6,5172251,5,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0,124,64,0.3866788367385882,0,0,0.0,8192,60720,20,0.0,0.0,0,BENIGN
6,5172049,5,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0,124,64,0.3866939389011975,0,0,0.0,8192,29200,20,0.0,0.0,0,BENIGN
6,116562435,32,31,2766.0,517.0,154.90182895273776,0.0,302.45161290322585,104.1673503131605,0.0,116500403.0,3883346.766666666,0.0,0,664,644,0.265951890932958,0,0,0.0,8192,250,20,214061.5,214722.1664954505,0,BENIGN
6,116561909,32,31,2800.0,517.0,157.3014365334401,0.0,305.4838709677419,105.26594927335996,0.0,116499780.0,3883326.0,0.0,0,664,644,0.2659530910736886,0,0,0.0,8192,250,20,214714.0,215732.6220857661,0,BENIGN
17,20608,2,2,90.0,45.0,0.0,86.0,86.0,12713.509316770183,1.0,1.0,1.0,1.0,0,40,40,97.0496894409938,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20589,2,2,86.0,43.0,0.0,102.0,102.0,14085.191121472631,1.0,2.0,2.0,2.0,0,40,64,97.13924911360436,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
6,118558570,210,261,46882.0,2311.0,445.02372993989326,0.0,767.8927203065131,2085.905725752259,0.0,118496541.0,455755.926923077,0.0,0,4224,5244,2.2014435565476203,0,0,1.0,8192,477,20,1287972.5,1733559.2482129072,0,BENIGN
6,117539330,60,73,3906.0,990.0,198.982045012328,0.0,1211.9452054794522,785.9326746204864,0.0,117477232.0,1631628.2222222222,0.0,0,1224,1484,0.6210687095119565,0,0,1.0,8192,254,20,747972.0,969751.695563354,0,BENIGN
17,20625,2,2,100.0,50.0,0.0,66.0,66.0,11248.484848484848,1.0,2.0,2.0,2.0,0,64,40,96.96969696969695,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
17,47018,2,2,100.0,50.0,0.0,66.0,66.0,4934.280488323621,1.0,1.0,1.0,1.0,0,40,40,42.53690076141053,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20720,2,2,100.0,50.0,0.0,78.0,78.0,12355.212355212356,1.0,1.0,1.0,1.0,0,40,40,96.52509652509652,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20744,2,2,62.0,31.0,0.0,78.0,78.0,10509.062861550328,1.0,1.0,1.0,1.0,0,40,40,96.41342074816816,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
6,116014907,35,30,1766.0,436.0,140.51362564390908,0.0,94.0,39.52940288957867,1.0,111129765.0,3832060.862068966,1.0,0,724,888,0.2585874589374967,0,0,0.0,8192,246,20,98164.1818181818,218456.398363984,0,BENIGN
6,116014801,35,30,1766.0,436.0,140.51362564390908,0.0,94.0,39.529439006666045,0.0,111146749.0,3832646.517241379,0.0,0,724,888,0.2585876952027871,0,0,0.0,8192,246,20,98167.63636363635,218419.76935766265,0,BENIGN
17,20722,2,2,70.0,35.0,0.0,51.0,51.0,8300.357108387221,1.0,1.0,1.0,1.0,0,64,40,96.51578033008396,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
17,20514,2,2,70.0,35.0,0.0,63.0,63.0,9554.450619089404,1.0,1.0,1.0,1.0,0,40,40,97.49439407234084,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
6,117000321,35,30,1766.0,436.0,140.51362564390908,0.0,94.0,39.19647365753809,1.0,111490498.0,3844499.931034483,1.0,0,724,888,0.2564095529276368,0,0,0.0,8192,246,20,130926.09090909093,327026.1449757357,0,BENIGN
6,117000222,35,30,1766.0,436.0,140.51362564390908,0.0,94.0,39.196506823722096,1.0,111536531.0,3846087.275862069,1.0,0,724,888,0.2564097698891546,0,0,0.0,8192,246,20,135176.18181818182,341125.41596246336,0,BENIGN
17,46078,2,2,70.0,35.0,0.0,63.0,63.0,4253.656842744911,2.0,2.0,2.0,2.0,0,64,40,43.40466166066236,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
6,142521,17,13,1670.0,517.0,170.48039821771474,0.0,448.76923076923066,52651.889896927474,0.0,100783.0,8398.583333333334,1.0,0,364,284,91.21462801973044,0,0,0.0,8192,246,20,0.0,0.0,0,BENIGN
6,14340916,2,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14300003.0,1588889.2222222222,1.0,0,64,320,0.6973055277640564,0,0,5.0,8192,60720,32,6340928.0,0.0,0,BENIGN
6,14340725,2,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14299993.0,1588888.111111111,1.0,0,64,320,0.6973148149762303,0,0,5.0,8192,60720,32,6340728.0,0.0,0,BENIGN
6,41534,1,1,0.0,0.0,0.0,0.0,0.0,0.0,41534.0,0.0,0.0,0.0,0,20,20,24.07666008571291,0,1,1.0,257,246,20,0.0,0.0,0,BENIGN
6,161,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,20,40,12422.360248447205,0,1,2.0,246,257,20,0.0,0.0,1,BENIGN
17,20594,2,2,72.0,36.0,0.0,73.0,73.0,10585.607458483051,1.0,2.0,2.0,2.0,0,40,40,97.11566475672524,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20625,2,2,64.0,32.0,0.0,48.0,48.0,7757.575757575757,1.0,1.0,1.0,1.0,0,40,64,96.96969696969695,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
6,116884848,38,43,5138.0,1606.0,371.0422980109263,0.0,675.6279069767443,292.51011217467635,0.0,116822694.0,2781492.7142857136,0.0,0,784,884,0.3678834402898825,0,0,1.0,8192,268,20,182546.0,170228.88650284946,0,BENIGN
17,20598,2,2,80.0,40.0,0.0,56.0,56.0,9321.29332944946,1.0,1.0,1.0,1.0,0,64,40,97.09680551509857,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
6,116883440,74,87,19074.0,1207.0,414.0372166056365,0.0,98.32183908045975,236.3722354509757,0.0,116821296.0,1358387.1627906978,1.0,0,1504,1764,0.7443312756708735,0,0,1.0,8192,331,20,449229.0,547377.016170756,0,BENIGN
17,20516,2,2,64.0,32.0,0.0,48.0,48.0,7798.79118736596,1.0,1.0,1.0,1.0,0,64,40,97.48488984207452,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
17,49734,2,2,80.0,40.0,0.0,56.0,56.0,3860.53806249246,2.0,3.0,3.0,3.0,0,40,40,40.21393815096312,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,44566,2,2,64.0,32.0,0.0,48.0,48.0,3590.180855360589,2.0,2.0,2.0,2.0,0,40,40,44.87726069200736,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20734,2,2,80.0,40.0,0.0,100.0,100.0,13504.38892640108,2.0,2.0,2.0,2.0,0,40,40,96.45992090286488,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20576,2,2,64.0,32.0,0.0,60.0,60.0,8942.457231726283,1.0,1.0,1.0,1.0,0,40,40,97.2006220839813,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,45184,2,2,96.0,48.0,0.0,305.0,305.0,15625.0,2.0,2.0,2.0,2.0,0,40,40,44.26345609065156,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
6,110573434,47,43,22260.0,2920.0,908.4496720570156,0.0,182.4186046511628,272.25346008517744,1.0,110482379.0,2630532.833333333,1.0,0,964,868,0.3888818357581261,0,0,0.0,8192,64240,20,164598.27272727276,185759.92180989467,0,BENIGN
17,45629,2,2,154.0,77.0,0.0,205.0,205.0,12360.56017006728,1.0,1.0,1.0,1.0,0,64,40,43.831773652720855,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
17,20498,2,2,76.0,38.0,0.0,90.0,90.0,12489.023319348227,2.0,2.0,2.0,2.0,0,40,40,97.57049468240804,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,46307,2,2,154.0,77.0,0.0,155.0,155.0,10020.083356727924,1.0,2.0,2.0,2.0,0,40,40,43.19001446865485,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20623,2,2,70.0,35.0,0.0,87.0,87.0,11831.450322455512,1.0,1.0,1.0,1.0,0,40,40,96.97910100373372,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20606,2,2,86.0,43.0,0.0,59.0,59.0,9900.0291177327,1.0,1.0,1.0,1.0,0,40,40,97.0591089973794,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20674,2,2,74.0,37.0,0.0,106.0,106.0,13833.800909354744,2.0,2.0,2.0,2.0,0,40,40,96.73986649898424,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20585,2,2,76.0,38.0,0.0,77.0,77.0,11173.1843575419,1.0,1.0,1.0,1.0,0,40,40,97.15812484819044,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20659,2,2,86.0,43.0,0.0,59.0,59.0,9874.630911467157,1.0,1.0,1.0,1.0,0,40,64,96.8101069751682,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20632,2,2,86.0,43.0,0.0,71.0,71.0,11050.794881737109,1.0,1.0,1.0,1.0,0,40,40,96.93679720822024,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20628,2,2,84.0,42.0,0.0,58.0,58.0,9695.559433779328,1.0,2.0,2.0,2.0,0,40,40,96.95559433779329,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
6,116602524,46,47,4416.0,517.0,141.15554855863402,0.0,176.0,108.81411109076848,0.0,116540292.0,2533484.608695652,0.0,0,944,964,0.4030787532523738,0,0,1.0,8192,259,20,308270.0,348030.88663220685,0,BENIGN
17,44746,2,2,86.0,43.0,0.0,59.0,59.0,4559.066732221874,2.0,2.0,2.0,2.0,0,64,64,44.696732668841896,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
17,46475,2,2,86.0,43.0,0.0,71.0,71.0,4905.863367401828,1.0,1.0,1.0,1.0,0,64,64,43.03388918773535,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
17,20626,2,2,86.0,43.0,0.0,71.0,71.0,11054.009502569575,1.0,1.0,1.0,1.0,0,64,40,96.9649956365752,0,0,1.0,-1,-1,32,0.0,0.0,0,BENIGN
17,20538,2,2,84.0,42.0,0.0,58.0,58.0,9738.0465478625,1.0,2.0,2.0,2.0,0,40,64,97.380465478625,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20519,2,2,58.0,29.0,0.0,83.0,83.0,10916.711340708613,1.0,2.0,2.0,2.0,0,40,64,97.4706369706126,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,44723,2,2,84.0,42.0,0.0,58.0,58.0,4471.971916016368,1.0,1.0,1.0,1.0,0,40,40,44.71971916016368,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
17,20606,2,2,84.0,42.0,0.0,102.0,102.0,13976.511695622634,1.0,2.0,2.0,2.0,0,40,40,97.0591089973794,0,0,1.0,-1,-1,20,0.0,0.0,0,BENIGN
6,141705,14,9,1639.0,517.0,183.18316360564208,0.0,624.2222222222222,51212.0249814756,1.0,100526.0,12565.75,1.0,0,304,204,63.51222610352493,0,0,0.0,8192,246,20,0.0,0.0,0,BENIGN
